County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,EBT/SNAP,Location Points
Genesee,Foodlink Mobile Market-UMMC Batavia,"The Jerome Center, 16 Bank St., Batavia",16 Bank Street,Batavia,NY,14020,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  11:15am-12pm,July 6-November 30,Y,M,42.99863,-78.18105,Y,"Batavia, NY 14020
(42.99863, -78.18105)"
Genesee,Foodlink Mobile Mkt-Gillam Grant Comm Ctr,"6966 W. Bergen Rd., Bergen",6966 W Bergen Road,Bergen,NY,14416,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  10am-10:45am,July 6-November 30,Y,M,43.0771,-78.00657,Y,"Bergen, NY 14416
(43.0771, -78.00657)"
Genesee,Genesee Country Farmers' Market,"Batavia Downs Casino parking lot, 8315 Park Rd.",8315 Park Rd,Batavia,NY,14020,Sharon Brent,7165600853,,Tue/Fri  8am-5pm,June 9-October 30,Y,M,43.01001,-78.20528,Y,"Batavia, NY 14020
(43.01001, -78.20528)"
Genesee,LeRoy Farmers' Market,"Trigon Park, Route 5 (Main St.)",Trigon Park,Le Roy,NY,14482,Sara Kent,5857703593,,Saturday  9am-12:30pm,June 27-October 10,Y,M,42.97756,-77.98592,N,"Le Roy, NY 14482
(42.97756, -77.98592)"
Greene,Black Horse Farms Farmstand,10094 Rt. 9W,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,"Mar-Sept: Daily 8a-6p, Oct-Dec 24: Daily 9a-5p",March 27-December 24,Y,P/M/X,42.24136,-73.8652,Y,"Athens, NY 12015
(42.24136, -73.8652)"
Greene,Bulich Creekside Farm,1682 Route 23B,1682 Route 23B,Leeds,NY,12451,Ron Bulich,,,"Mon-Fri  12pm-6pm, Sat/Sun 10am-6pm",May 15 - October 31,Y,M,42.26297,-73.92541,N,"Leeds, NY 12451
(42.26297, -73.92541)"
Greene,Coxsackie Riverside Farmers' Market,"Coxsackie Riverside Park, 2 South River Street",Coxsackie Boat Launch,Coxsackie,NY,12051,Kimberly Bender,5183303008,http://facebook.com/coxsackiefarmersmarket,Wednesday  4pm-7pm,May 27-September 30,Y,P/M,42.35292,-73.79595,N,"Coxsackie, NY 12051
(42.35292, -73.79595)"
Hamilton,Indian Lake Community Farmers' Market,"Town Park, Routes 28 & 30, Indian Lake",Route 28 and Route 30,Indian Lake,NY,12842,Brenda Valentine,5186485636,,Saturday  10am-2pm,July 11-September 26,Y,M,43.78247,-74.26541,N,"Indian Lake, NY 12842
(43.78247, -74.26541)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion,State Route 30 and Elliot Ln,Speculator,NY,12164,Anna Smith,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 25-September 24,Y,M,43.49679,-74.36073,N,"Speculator, NY 12164
(43.49679, -74.36073)"
Herkimer,Dolgeville Farmers' Market,"Kinney Drugs parking lot, N. Main Street-N. Helmer St",55 North Main Street,Dolgeville,NY,13329,Joseph Jablonski,3157177710,,Saturday  8am-12pm,May 9-October 31,Y,P/M,43.10522,-74.77016,N,"Dolgeville, NY 13329
(43.10522, -74.77016)"
Herkimer,Herkimer Farmers' Market,"Herkimer Arc Association parking lot, 420 E. German St.",420 East German St,Herkimer,NY,13350,Cat Macera,3158950138,,Monday  1pm-5pm,June 1-October 19,Y,M,43.03464,-74.9865,Y,"Herkimer, NY 13350
(43.03464, -74.9865)"
Herkimer,Ilion Farmers' Market,"Clapsaddle Farm, heated barns, 437 Otsego St. (State Rt 51 S)",437 Otsego St,Ilion,NY,13357,James Parker,3158944660,,"Friday  12pm-6pm, Saturday  10am-5pm",Year-round,Y,YR,43.00028,-75.04423,Y,"Ilion, NY 13357
(43.00028, -75.04423)"
Herkimer,Little Falls Farmers' & Flea Market,"M&T Bank parking lot, Albany St.",Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12pm,May 2-October 31,Y,P/M,43.04284,-74.85828,N,"Little Falls, NY 13365
(43.04284, -74.85828)"
Herkimer,MAWS Farm Stand,"7342 Main Street, Newport",7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088,http://www.mawsfarm.com,"May-Oct: Daily 10am-6pm, Nov-Apr: Mon-Sat 10a-5p; , Sun 12pm-6pm",Year-round,Y,YR,43.18096,-75.01054,Y,"Newport, NY 13416
(43.18096, -75.01054)"
Herkimer,Mohawk Farmers' Market,"Weller Park, 41 E Main St.",41 West Main St,Mohawk,NY,13407,Marilyn Bridger,3158661671,,Wednesday  2pm-5pm,May 20-October 7,Y,P/M,43.01075,-75.00846,N,"Mohawk, NY 13407
(43.01075, -75.00846)"
Herkimer,Old Forge Farmers' Market,Park Ave. behind Old Forge Hardware,Crosby Blvd and Park Ave,Old Forge,NY,13420,Nicholas Rose,3153693353,http://www.cap-21.org,Friday  1pm-5pm,June 29-October 9,Y,M,43.70893,-74.97286,Y,"Old Forge, NY 13420
(43.70893, -74.97286)"
Herkimer,Salisbury Farmers' Market,"Fireman's Field, 2549 Route 29, Salisbury Center",2549 Route 29,Salisbury Center,NY,13329,Gina Thompson,3154299102,,Friday  9am-1pm,May 8-October 16,Y,P/M,43.13673,-74.80336,N,"Salisbury Center, NY 13329
(43.13673, -74.80336)"
Jefferson,Alexandria Bay Farmers' Market,"Kinney Drugs, Route 12",21 New York 12,Alexandria Bay,NY,13607,Keri Jobson,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 22-September 18,Y,P/M,44.33191,-75.91425,N,"Alexandria Bay, NY 13607
(44.33191, -75.91425)"
Jefferson,Cape Vincent Farmers' Market,"Village Green, Gouvello St.",Broadway St and James St,Cape Vincent,NY,13618,Shelley Higgins,3156542481,http://www.capevincent.org,Saturday  8am-2pm,June 20-October 10,Y,M,44.12838,-76.33472,N,"Cape Vincent, NY 13618
(44.12838, -76.33472)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion, Riverside Dr., (behind Carthage Rescue Squad)",215 Spring St,Carthage,NY,13619,Lori Boland,3154933590,http://www.carthageny.com,Friday  7am-2pm,May 29-October 30,Y,P/M,43.97798,-75.61225,N,"Carthage, NY 13619
(43.97798, -75.61225)"
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle,615 East Line Road,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000island-clayton.com,Thursday  11am-5pm,June 4-September 10,Y,M,44.2298,-76.07713,N,"Clayton, NY 13624
(44.2298, -76.07713)"
Jefferson,Little m Farm,16611 County Route 64,16611 County Rd 64,Watertown,NY,13601,Gail Millard,3154089752,,Tue-Sun  9am-6pm,April 30-December 15,Y,P/M/X,43.90772,-75.97562,Y,"Watertown, NY 13601
(43.90772, -75.97562)"
Jefferson,Sally Ploof Hunter Library Farmers' Market,"Sally Ploof Hunter Library, 101 Public Works Drive, Black River",101 Public Works Drive,Black River,NY,13612,Mary Louise Hunt,3157735163,,Tuesday  11am-5pm,June 2-September 15,Y,M,44.01594,-75.78625,N,"Black River, NY 13612
(44.01594, -75.78625)"
Jefferson,Stone Mills Farmers' Market,"NNYAHS Agricultural Museum, 30950 NYS Rt. 180 off Rt. 12, S. of LaFargeville, W from I-81 Ex. 49",30950 Route 180,Stone Mills,NY,13656,Alton Jones,3156582353,http://www.stonemillsmuseum.org,"Tuesday  4pm-7pm  , (contact museum for , event dates)",July 14-September 29,N,M,44.112708,-75.975516,N,"Stone Mills, NY 13656
(44.112708, -75.975516)"
Jefferson,The Cheese Store Farmers' Market,"19401 NYS Rt. 3, Outer Arsenal St., Jefferson Bulk Milk Co-op, Watertown",19401 Arsenal Street,Watertown,NY,13634,Brian Gorman,3157885257,http://www.jeffersonbulkmilk.com,Friday  2:30pm-6:30pm,June 12-October 2,Y,M,43.97182,-75.97377,N,"Watertown, NY 13634
(43.97182, -75.97377)"
Jefferson,Tickle the Earth Farm Stand,13501 County Route 155,13501 County Route 155,Adams Center,NY,13606,Almeda Grandjean,3155835660,,Daily  8am-9pm,May 1-October 31,Y,P/M,43.88524,-75.94957,Y,"Adams Center, NY 13606
(43.88524, -75.94957)"
Jefferson,Watertown Farm & Craft Market,"317 Washington St., Dulles State Office Bldg.",317 Washington Street,Watertown,NY,13601,Toni Miller,3157884400,,Wednesday  6:30am-3pm,May 27-October 7,Y,P/M,43.97173,-75.91116,Y,"Watertown, NY 13601
(43.97173, -75.91116)"
Jefferson,Watertown Saturday Farmers' Market,"J.B. Wise Pavilion pking lot ,175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Gail Millard,3154089752,,Saturday  9am-2pm,June 13-November 7,Y,M,43.97651,-75.90988,Y,"Watertown, NY 13601
(43.97651, -75.90988)"
Jefferson,Windswept Meadows Farm,17025 Cty Rt 68,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933,,Daily  7am-9pm,June (end)-Oct 31,Y,M,43.91784,-75.87206,Y,"Watertown, NY 13601
(43.91784, -75.87206)"
Kings,Albee Square Farmers' Market,1 Dekalb Ave.,Fulton Street and Bond Street,Brooklyn,NY,11201,Johanna Safar,9143181067,http://www.bensidounusa.com,Friday  10am-4pm,June 5-October 30,Y,M,40.6897,-73.98296,Y,"Brooklyn, NY 11201
(40.6897, -73.98296)"
Kings,Bartel-Pritchard Square Greenmarket,"Prospect Park West, at 15th St. (inside park entrance)",Bartel Pritchard Square,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-3pm,Year-round,Y,YR,40.66094,-73.97979,Y,"Brooklyn, NY 11215
(40.66094, -73.97979)"
Kings,Bay Ridge Greenmarket,"3rd Ave. & 95th St., inside Walgreen's parking lot",Third Ave and 95th St,Brooklyn,NY,11209,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 9-November 21,Y,P/M,40.61724,-74.03362,Y,"Brooklyn, NY 11209
(40.61724, -74.03362)"
Kings,Bensonhurst Greenmarket,"18th Ave., btwn 81st & 82nd",Milestone Park,Brooklyn,NY,11214,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 7-November 22,Y,M,40.60958,-73.99944,Y,"Brooklyn, NY 11214
(40.60958, -73.99944)"
Kings,Boro Park Greenmarket,14th Ave. btwn 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 9-November 19,Y,M,40.6337,-73.98992,Y,"Brooklyn, NY 11219
(40.6337, -73.98992)"
Kings,Brooklyn Borough Hall Greenmarket,"Court & Montague Sts., Supreme Court Plaza",Court St and Montague St,Brooklyn,NY,11201,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tue/Thu/Sat  8am-6pm,Year-round,Y,YR,40.69375,-73.99047,Y,"Brooklyn, NY 11201
(40.69375, -73.99047)"
Kings,Brownsville Community Farmers' Market,514 Rockaway Ave. at Sutter Ave.,514 Rockaway Ave,Brooklyn,NY,11212,Taylor Gordon,9176182566,http://www.bmsfhc.org,Saturday  8am-4pm,July-November,Y,M,40.66746,-73.91048,N,"Brooklyn, NY 11212
(40.66746, -73.91048)"
Kings,Brownsville Pitkin Ave Youthmarket,"Thomas Boyland St., btwn Pitkin & Sutter Aves.",Thomas Boyland St and Pitkin Ave,Brooklyn,NY,11212,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Saturday 10:30am-4pm,July 11-November 21,Y,M,40.66925,-73.91358,Y,"Brooklyn, NY 11212
(40.66925, -73.91358)"
Kings,Brownsville Rockaway Youthmarket,Rockaway Ave btwn Livonia & Dumont Aves.,Rockaway Ave and Livonia Ave,Brooklyn,NY,11212,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Friday  1pm-6pm,July 10-November 20,Y,M,40.66255,-73.90895,Y,"Brooklyn, NY 11212
(40.66255, -73.90895)"
Kings,Bushwick Broadway Farmers' Market,Broadway btwn Halsey St. & Thomas Boyland,Halsey St and Broadway Ave.,Brooklyn,NY,11385,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Thursday  2pm-7pm,July 9-November 12,Y,M,40.69952,-73.91106,Y,"Brooklyn, NY 11385
(40.69952, -73.91106)"
Kings,Bushwick Maria Hernandez Farmers' Market,"Maria Hernandez Park, Knickerbocker Ave. at Starr St.",Knickerbocker Ave and Starr St,Brooklyn,NY,11237,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Saturday  9am-4pm,June 6-November 14,Y,M,40.70281,-73.92539,Y,"Brooklyn, NY 11237
(40.70281, -73.92539)"
Kings,Bushwick Myrtle Ave. Farmers' Market,Myrtle Ave. & Grove St.,Myrtle Ave and Grove St,Brooklyn,NY,11237,Travis Tench,5024940628,http://www.bushwickfarmersmarket.org,Friday  2pm-7pm,July 10-November 13,Y,M,40.69916,-73.91492,Y,"Brooklyn, NY 11237
(40.69916, -73.91492)"
Kings,Carroll Gardens Greenmarket,"Carroll St., btwn Court & Smith Sts.",Carroll St and Court St,Brooklyn,NY,11231,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,Y,YR,40.68106,-73.99653,Y,"Brooklyn, NY 11231
(40.68106, -73.99653)"
Kings,Coney Island Farm Stand,Surf Ave. & W. 16th St.,Surf Ave and West 16th Street,Brooklyn,NY,11224,Lisa Jones,7182664653,http://www.astelladevelopment.org,Sunday  9am-3pm,July 12-November 22,Y,M,40.57542,-73.98337,Y,"Brooklyn, NY 11224
(40.57542, -73.98337)"
Kings,Cortelyou Greenmarket,"Cortelyou Rd., btwn Argyle & Rugby Rds.",Cortelyou Rd and Argyle Rd,Brooklyn,NY,11226,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,Y,YR,40.64044,-73.96617,Y,"Brooklyn, NY 11226
(40.64044, -73.96617)"
Kings,Cypress Hills Youthmarket,"Fulton St., btwn Richmond & Logan Sts.",Fulton St. and Logan St.,Brooklyn,NY,11208,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Friday  12pm-7pm,July 10-November 20,Y,M,40.68206,-73.87788,Y,"Brooklyn, NY 11208
(40.68206, -73.87788)"
Kings,East New York Farmers' Market I,"Schenck Ave., United Comm. Centers, btwn New Lots & Livonia",613 New Lots Ave,Brooklyn,NY,11207,Ana Aguirre,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 27-November 14,Y,M,40.6647,-73.88659,Y,"Brooklyn, NY 11207
(40.6647, -73.88659)"
Kings,East New York Farmers' Market II,New Lots & Georgia Aves.,New Lots Ave and Georgia Ave,Brooklyn,NY,11207,Ana Aguirre,7186497979,http://www.eastnewyorkfarms.org,Wed  3:30pm- 6:30pm,July 1-October 28,Y,M,40.66075,-73.8955,Y,"Brooklyn, NY 11207
(40.66075, -73.8955)"
Kings,Flatbush Junction Youthmarket,Flatbush & Nostrand Aves.,Flatbush Ave and Nostrand Ave,Brooklyn,NY,11210,Kori Petrovic,2127887476,http://www.grownyc.org/greenmarket,Saturday  8:30am-3pm,July 11-November 21,Y,M,40.63286,-73.9477,Y,"Brooklyn, NY 11210
(40.63286, -73.9477)"
Kings,Fort Greene Park Greenmarket,"Washington Park, btwn Dekalb Ave. & Willoughby St.",Washington Park and DeKalb Ave,Brooklyn,NY,11205,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,Y,YR,40.68962,-73.97313,Y,"Brooklyn, NY 11205
(40.68962, -73.97313)"
Kings,Graham Avenue Farmers' Market,"Cook St., Graham Ave. & Dead End",Graham Ave and Cook St,Brooklyn,NY,11206,Betty Cooney,7183876643,http://www.grahamavenuebid.net,Saturday  8am-6pm,July 11-October 31,Y,M,40.70235,-73.94238,Y,"Brooklyn, NY 11206
(40.70235, -73.94238)"
Kings,Grand Army Plaza Greenmarket,Flatbush Ave. & Prospect Park West,Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,Y,YR,40.67412,-73.9695,Y,"Brooklyn, NY 11238
(40.67412, -73.9695)"
Kings,Greenpoint McCarren Park Greenmarket,Union Ave btwn Driggs Ave & N 12th St,Union Ave & Driggs Ave,Brooklyn,NY,11222,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,Y,YR,40.72046,-73.95269,Y,"Brooklyn, NY 11222
(40.72046, -73.95269)"
Kings,Harvest Home Coney Island Farmers' Market,"Ocean Parkway, btwn Ave. Z & Shore Rd.",Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed/Fri  8am-4pm,June 17-November 25,Y,M,40.58669,-73.96578,Y,"Brooklyn, NY 11235
(40.58669, -73.96578)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,"Clarkson Ave, btwn E 37th & E 38th Sts.",489 - 519 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,July 8-November 18,Y,M,40.65588,-73.94245,Y,"Brooklyn, NY 11203
(40.65588, -73.94245)"
Kings,Harvest Home Marcy Park Farmers' Market,Myrtle & Marcy Aves.,Myrtle Ave and Marcy Ave,Brooklyn,NY,11206,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,Y,M,40.69537,-73.94922,Y,"Brooklyn, NY 11206
(40.69537, -73.94922)"
Kings,Hattie Carthan After Church Farmers' Market,"49 Van Buren St., Hattie Carthan Herban Farm",49 Van Buren St,Brooklyn,NY,11221,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,August 2-November 22,Y,M,40.69024,-73.94359,Y,"Brooklyn, NY 11221
(40.69024, -73.94359)"
Kings,Hattie Carthan Community Farmers' Market,"363-365 Clifton Pl., Nostrand & Marcy Aves.",365 Clifton Pl,Brooklyn,NY,11216,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 11-November 21,Y,M,40.68965,-73.94879,Y,"Brooklyn, NY 11216
(40.68965, -73.94879)"
Kings,High School for Public Service Youth Market,600 Kingston Ave.,600 Kingston Ave,Brooklyn,NY,11203,Steve Frillman,2125942155,http://www.hspsfarm.blogspot.com,Wed  2:30pm-6:30pm,June 24-October 28,Y,M,40.65866,-73.94384,Y,"Brooklyn, NY 11203
(40.65866, -73.94384)"
Kings,Isabahlia Farmers' Market,"Powell Street Garden, 410 Livonia Ave.",410 Livonia Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,,Saturday  8am-3pm,June 27-November 7,Y,M,40.6635,-73.90234,Y,"Brooklyn, NY 11212
(40.6635, -73.90234)"
Kings,Isabahlia WINTER Farmers' market,93 New Lots Ave.,93 New Lots Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,,Saturday 9am-12pm,November 14-Febrary 27,Y,M/X/W,40.65817,-73.90181,Y,"Brooklyn, NY 11212
(40.65817, -73.90181)"
Kings,Kensington Youthmarket,"Ft. Hamilton Pkwy, btwn E. 4th & E. 5th Sts.",Fort Hamilton Pkwy and East 5th St,Brooklyn,NY,11218,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Saturday  8am-4pm,July 11-November 21,Y,M,40.64915,-73.97662,Y,"Brooklyn, NY 11218
(40.64915, -73.97662)"
Kings,Malcolm X Blvd. Community Farmers' Market,"Jackie Robinson Park, btwn Chauncy & Marion Sts.",Malcolm X Blvd and Marion St,Brooklyn,NY,11233,Rev. Robert Jackson,9173016747,http://www.brooklynrescuemission.org,Saturday  8am-4pm,July 11-November 14,Y,M,40.67975,-73.92865,Y,"Brooklyn, NY 11233
(40.67975, -73.92865)"
Kings,Marcy Plaza Community Farmers' Market,Marcy Plaza & Fulton St.,1368 Fulton Street,Brooklyn,NY,11216,Rev. Robert Jackson,9173016747,http://www.brooklynrescuemission.org,Wednesday  9am-6pm,July 8-November 11,Y,M,40.68007,-73.94565,Y,"Brooklyn, NY 11216
(40.68007, -73.94565)"
Kings,McGolrick Park Farmers' Market,"McGolrick Park, center near Pavilion, Russel St. off Nassau Ave., Greenpoint",McGolrick Park,Brooklyn,NY,11222,Dagmar Kostkova,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-4pm,May 3-November 29,Y,M,40.72444,-73.94336,Y,"Brooklyn, NY 11222
(40.72444, -73.94336)"
Kings,McGolrick Park WINTER Farmers' Market,"Lutheran Church of the Messiah, 129 Russell St.",129 Russell St.,Brooklyn,NY,11222,Dagmar Kostkova,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-4pm,December 6-April 26,N,X/W/P,40.72481,-73.94467,Y,"Brooklyn, NY 11222
(40.72481, -73.94467)"
Kings,Park Slope Sunday Farmers' Market,"Fouth Street, off Fifth Ave, near PS 51",Fourth Street and Fifth Avenue,Brooklyn,NY,11215,Dagmar Kostkova,9149234837,http://www.downtoearthmarkets.com,"Sunday  10am-5pm , Jan-Apr: Sun 10am-4pm",Year-round,Y,YR,40.6722,-73.98379,Y,"Brooklyn, NY 11215
(40.6722, -73.98379)"
Kings,Park Slope Wednesday Farmers' Market,"4th St. at 5th Ave., in front of Washington Park",4th Street at 5th Avenue,Brooklyn,NY,11215,Dagmar Kostkova,9149234837,http://www.downtoearthmarkets.com,Wednesday  3pm-7pm,May 13-November 25,Y,P/M,40.6722,-73.98379,Y,"Brooklyn, NY 11215
(40.6722, -73.98379)"
Kings,Pitkin-Verde Farmers' Market,"2094 Pitkin Ave., Brooklyn",2094 Pitkin Ave,Brooklyn,NY,11207,Cassandra Flechsig,9178938801,http://www.cypresshills.org,Tuesday  9am-5pm,June 23-November 24,Y,M,40.67175,-73.89525,N,"Brooklyn, NY 11207
(40.67175, -73.89525)"
Kings,Project EATS Brooklyn Museum Farmstand,200 Eastern Parkway,200 Eastern Parkway,Brooklyn,NY,11238,Charlie Wirene,2126121528,http://www.projectEATS.org,Thursday  2pm-6pm,June 18-November 12,Y,M,40.67115,-73.96348,Y,"Brooklyn, NY 11238
(40.67115, -73.96348)"
Kings,Project EATS Marcus Garvey Village Farmstand,300 Chester St. (at Dumont Ave),300 Chester Street,Brooklyn,NY,11212,Charlie Wirene,2126121528,http://www.projectEATS.org,Saturday  11am-3pm,June 13-October 17,Y,M,40.66432,-73.91036,Y,"Brooklyn, NY 11212
(40.66432, -73.91036)"
Kings,Red Hook Farmstand,"Red Hook Farm, 580 Columbia St., across from IKEA",580 Columbia St,Brooklyn,NY,11231,Corey Blant,7182886752,http://www.added-value.org,Saturday  8am-3pm,June 20-November 21,Y,M,40.67198,-74.00901,Y,"Brooklyn, NY 11231
(40.67198, -74.00901)"
Kings,Sunset Park Greenmarket,4th Ave. btwn 59th & 60th Sts.,4th Ave and 60th St,Brooklyn,NY,11220,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,July 11-November 21,Y,M,40.64081,-74.01836,Y,"Brooklyn, NY 11220
(40.64081, -74.01836)"
Kings,Urban Oasis Farm Stand,"Kingsboro Psychiatric Center,, 681 Clarkson Ave., btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Beatrix McLeod,7182217132,,Wednesday  2pm-5:30pm,June 24-November 11,Y,M,40.65621,-73.93741,Y,"Brooklyn, NY 11203
(40.65621, -73.93741)"
Kings,Walt Shamel Farmers' Market,"Walt Shamel Community Garden, 1095 Dean St.",1095 Dean Street,Brooklyn,NY,11217,Desiree Ortiz,7186858148,,Saturday  8am-3pm,June 6-October 24,Y,M,40.67725,-73.95377,Y,"Brooklyn, NY 11217
(40.67725, -73.95377)"
Kings,Williamsburg Greenmarket,Taylor St btwn Bedford & Lee Ave,Taylor St & Lee Ave,Brooklyn,NY,11211,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,July 9-November 19,Y,M,40.70701,-73.96139,Y,"Brooklyn, NY 11211
(40.70701, -73.96139)"
Kings,Windsor Terrace PS 154 Greenmarket,"11th Ave., btwn Sherman St. & Windsor Pl",1625 11th Avenue,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-3pm,May 10-December 20,Y,P/M/X,40.65699,-73.97597,Y,"Brooklyn, NY 11215
(40.65699, -73.97597)"
Lewis,Colwell's Farmstand and Garden Center,"6007 NYS Route 12, Glenfield",6007 State Route 12,Glenfield,NY,13343,Michael & Violet Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sunday  9am-6pm",April 1-December 25,Y,P/M/X,43.71844,-75.41148,Y,"Glenfield, NY 13343
(43.71844, -75.41148)"
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St. - Lowville, near Children's Clinic back parking lot",7785 North State St,Lowville,NY,13367,Tina Schell,3153765087,http://lcgh.net,Thursday  11am-3pm,June 25-September 24,Y,M,43.79521,-75.49955,Y,"Lowville, NY 13367
(43.79521, -75.49955)"
Lewis,Lowville Farmers' Market,"Lewis County Fairgrounds, 5473 Bostwick St.",5473 Bostwick Street,Lowville,NY,13367,Chris Bush,3157838642,,Saturday  8am-2pm,May 30-October 31,Y,P/M,43.79319,-75.4909,Y,"Lowville, NY 13367
(43.79319, -75.4909)"
Lewis,Lyons Falls Farmers' Market,"Riverside Park, 6904 Laura St.",6904 Laura St,Lyons Falls,NY,13368,Gary Mavis,3153485167,http://www.lyonsfallsalive.org,Tuesday  12pm-6pm,June 16-October 6,Y,M,43.61458,-75.3562,Y,"Lyons Falls, NY 13368
(43.61458, -75.3562)"
Lewis,Simmons Farmstand,"10188 State Route 12, Copenhagen",10188 State Rte 12,Copenhagen,NY,13626,Shari Simmons,3156884470,,Mon-Sat  9am-6pm,May 7-December 25,Y,P/M/X,43.89599,-75.67776,Y,"Copenhagen, NY 13626
(43.89599, -75.67776)"
Livingston,Dansville Farmers' Market,"Airport Hanger parking lot, 50 Maple St.",50 Maple St,Dansville,NY,14437,Gary Roth,5853352963,,Friday  10am-4:30pm,June 5-October 9,Y,M,42.56598,-77.70836,Y,"Dansville, NY 14437
(42.56598, -77.70836)"
Livingston,Foodlink MM-Tri County Fam. Med. Dansville,"60 Red Jacket St., Dansville",60 Red Jacket Street,Dansville,NY,14437,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  10am-10:45am,July 9-November 19,Y,M,42.55055,-77.69462,Y,"Dansville, NY 14437
(42.55055, -77.69462)"
Livingston,Geneseo Farmers' Market,lower Center St. at Main St.,Main St and Center St,Geneseo,NY,14454,Cate Concannon,5858804456,http://www.geneseofarmersmarket.org,Thursday  3pm-6:30pm,June 25-October 22,Y,M,42.79624,-77.81679,Y,"Geneseo, NY 14454
(42.79624, -77.81679)"
Livingston,Lima Presbyterian Church Farmers' Market,"7295 W. Main St., Corner of  Route 15A & Routes 20&5",West Main St and Rochester St,Lima,NY,14485,Beverly Gillette,5855821737,,Tuesday  3pm-6pm,June 16-October 27,Y,M,42.90496,-77.61175,N,"Lima, NY 14485
(42.90496, -77.61175)"
Livingston,Mount Morris Village Farmers' Market,36 N Main St.,36 North Main St,Mount Morris,NY,14510,Lisa Torcello,5856584160,,Tuesday  11am-4:30pm,June 2-October 6,Y,M,42.73078,-77.87658,Y,"Mount Morris, NY 14510
(42.73078, -77.87658)"
